,RecordedAtTime,DirectionRef,PublishedLineName,OriginName,OriginLat,OriginLong,DestinationName,DestinationLat,DestinationLong,VehicleRef,VehicleLocation.Latitude,VehicleLocation.Longitude,NextStopPointName,ArrivalProximityText,DistanceFromStop,ExpectedArrivalTime,ScheduledArrivalTime
28811,25200,0,B1,MACKENZIE LOOP (no G-A-R: use 300000),40.578247,-73.939743,BAY RIDGE 4 AV,40.621840999999996,-74.028366,NYCT_7154,-465.0,-126.0,86 ST/14 AV,approaching,103.0,,07:06:03
31248,25800,0,B1,MACKENZIE LOOP (no G-A-R: use 300000),40.578247,-73.939743,BAY RIDGE 4 AV,40.621840999999996,-74.028366,NYCT_7154,-420.0,-187.0,87 ST/4 AV,at stop,9.0,,07:15:00
33845,26400,1,B1,87 ST/4 Av,40.621925,-74.02849599999999,MANHATTAN BEACH KINGSBORO CC,40.578094,-73.94017,NYCT_7154,-419.0,-188.0,86 ST/4 AV,< 1 stop away,183.0,,07:25:46
36611,27000,1,B1,87 ST/4 Av,40.621925,-74.02849599999999,MANHATTAN BEACH KINGSBORO CC,40.578094,-73.94017,NYCT_7154,-463.0,-128.0,86 ST/14 AV,at stop,24.0,2017-08-01 07:32:28,07:32:48
39456,27600,1,B1,87 ST/4 Av,40.621925,-74.02849599999999,MANHATTAN BEACH KINGSBORO CC,40.578094,-73.94017,NYCT_7154,-514.0,-65.0,86 ST/BAY PY,approaching,81.0,2017-08-01 07:42:30,07:42:23
42441,28200,1,B1,87 ST/4 Av,40.621925,-74.02849599999999,MANHATTAN BEACH KINGSBORO CC,40.578094,-73.94017,NYCT_7154,-548.0,-23.0,86 ST/AV V,< 1 stop away,311.0,2017-08-01 07:53:13,07:50:58
45503,28800,1,B1,87 ST/4 Av,40.621925,-74.02849599999999,MANHATTAN BEACH KINGSBORO CC,40.578094,-73.94017,NYCT_7154,-608.0,36.0,OCEAN PY/WEST AV,< 1 stop away,189.0,2017-08-01 08:03:22,08:05:48
48587,29400,1,B1,87 ST/4 Av,40.621925,-74.02849599999999,MANHATTAN BEACH KINGSBORO CC,40.578094,-73.94017,NYCT_7154,-636.0,54.0,BRIGHTON BEACH AV/BRIGHTON 6 ST,approaching,30.0,,08:13:03
51659,30000,1,B1,87 ST/4 Av,40.621925,-74.02849599999999,MANHATTAN BEACH KINGSBORO CC,40.578094,-73.94017,NYCT_7154,-633.0,129.0,ORIENTAL BL/MACKENZIE ST,approaching,86.0,2017-08-01 08:22:41,08:19:00
54696,30600,1,B1,87 ST/4 Av,40.621925,-74.02849599999999,MANHATTAN BEACH KINGSBORO CC,40.578094,-73.94017,NYCT_7154,-633.0,129.0,ORIENTAL BL/MACKENZIE ST,approaching,86.0,2017-08-01 08:31:51,08:19:00
57686,31200,0,B1,MACKENZIE LOOP (no G-A-R: use 300000),40.578247,-73.939743,BAY RIDGE 4 AV,40.621840999999996,-74.028366,NYCT_7154,-634.0,61.0,BRIGHTON BEACH AV/CONEY ISLAND AV,at stop,17.0,2017-08-01 08:42:33,08:44:00
60649,31800,0,B1,MACKENZIE LOOP (no G-A-R: use 300000),40.578247,-73.939743,BAY RIDGE 4 AV,40.621840999999996,-74.028366,NYCT_7154,-621.0,34.0,OCEAN PY/WEST AV,approaching,105.0,2017-08-01 08:51:52,08:50:37
63519,32400,0,B1,MACKENZIE LOOP (no G-A-R: use 300000),40.578247,-73.939743,BAY RIDGE 4 AV,40.621840999999996,-74.028366,NYCT_7154,-556.0,-13.0,86 ST/W 11 ST,< 1 stop away,218.0,2017-08-01 09:03:38,09:06:00
66301,33000,0,B1,MACKENZIE LOOP (no G-A-R: use 300000),40.578247,-73.939743,BAY RIDGE 4 AV,40.621840999999996,-74.028366,NYCT_7154,-511.0,-69.0,86 ST/21 AV,at stop,24.0,2017-08-01 09:11:51,09:15:06
68924,33600,0,B1,MACKENZIE LOOP (no G-A-R: use 300000),40.578247,-73.939743,BAY RIDGE 4 AV,40.621840999999996,-74.028366,NYCT_7154,-458.0,-134.0,86 ST/13 AV,at stop,9.0,2017-08-01 09:21:48,09:25:48
71446,34200,0,B1,MACKENZIE LOOP (no G-A-R: use 300000),40.578247,-73.939743,BAY RIDGE 4 AV,40.621840999999996,-74.028366,NYCT_7154,-419.0,-187.0,87 ST/4 AV,at stop,0.0,2017-08-01 09:31:48,09:34:00
73854,34800,1,B1,87 ST/4 Av,40.621925,-74.02849599999999,MANHATTAN BEACH KINGSBORO CC,40.578094,-73.94017,NYCT_7154,-422.0,-178.0,86 ST/FT HAMILTON PY,< 1 stop away,198.0,2017-08-01 09:43:26,09:42:20
76193,35400,1,B1,87 ST/4 Av,40.621925,-74.02849599999999,MANHATTAN BEACH KINGSBORO CC,40.578094,-73.94017,NYCT_7154,-502.0,-79.0,86 ST/20 AV,approaching,33.0,2017-08-01 09:52:43,09:54:34
78466,36000,1,B1,87 ST/4 Av,40.621925,-74.02849599999999,MANHATTAN BEACH KINGSBORO CC,40.578094,-73.94017,NYCT_7154,-541.0,-32.0,86 ST/STILLWELL AV,approaching,33.0,2017-08-01 10:02:17,10:03:00
82783,37200,1,B1,87 ST/4 Av,40.621925,-74.02849599999999,MANHATTAN BEACH KINGSBORO CC,40.578094,-73.94017,NYCT_7154,-640.0,40.0,BRIGHTON BEACH AV/BRIGHTON 1 PL,approaching,31.0,2017-08-01 10:22:00,10:25:49
84863,37800,1,B1,87 ST/4 Av,40.621925,-74.02849599999999,MANHATTAN BEACH KINGSBORO CC,40.578094,-73.94017,NYCT_7154,-636.0,107.0,ORIENTAL BL/OCEAN AV,at stop,6.0,2017-08-01 10:32:40,10:32:14
86924,38400,1,B1,87 ST/4 Av,40.621925,-74.02849599999999,MANHATTAN BEACH KINGSBORO CC,40.578094,-73.94017,NYCT_7154,-633.0,130.0,ORIENTAL BL/MACKENZIE ST,approaching,63.0,2017-08-01 10:42:16,10:34:00
